drugbank_id,reaction_id,enzyme_drugbank_id,uniprot_id
DB16165,DB16165_rxn_0,BE0003543,P04798
DB16165,DB16165_rxn_1,BE0002887,P10632
DB16165,DB16165_rxn_1,BE0002638,P08684
DB16165,DB16165_rxn_2,BE0002638,P08684
DB16165,DB16165_rxn_2,BE0002887,P10632
DB16165,DB16165_rxn_4,BE0002638,P08684
DB16165,DB16165_rxn_4,BE0002887,P10632
DB16165,DB16165_rxn_5,BE0002638,P08684
DB16165,DB16165_rxn_6,BE0002638,P08684
DB16165,DB16165_rxn_7,BE0002638,P08684
DB16200,DB16200_rxn_1,BE0003541,P22309
DB16200,DB16200_rxn_1,BE0003677,P35503
DB16200,DB16200_rxn_1,BE0003682,Q9HAW9
DB16200,DB16200_rxn_4,BE0003541,P22309
DB16200,DB16200_rxn_4,BE0003677,P35503
DB16200,DB16200_rxn_4,BE0003682,Q9HAW9
DB16217,DB16217_rxn_0,BE0002638,P08684
DB16217,DB16217_rxn_0,BE0002362,P20815
DB16217,DB16217_rxn_0,BE0002433,P05177
DB16217,DB16217_rxn_0,BE0002363,P10635
DB16217,DB16217_rxn_1,BE0002638,P08684
DB16217,DB16217_rxn_1,BE0002362,P20815
DB16217,DB16217_rxn_1,BE0002433,P05177
DB16217,DB16217_rxn_1,BE0002363,P10635
DB16390,DB16390_rxn_0,BE0004866,P08684
DB16390,DB16390_rxn_1,BE0004866,P08684
DB16627,DB16627_rxn_1,BE0001078,P15144
DB16629,DB16629_rxn_2,BE0004740,Q6LAP9
DB16650,DB16650_rxn_0,BE0002433,P05177
DB16650,DB16650_rxn_1,BE0003549,P20813
DB16650,DB16650_rxn_1,BE0002363,P10635
DB16650,DB16650_rxn_2,BE0004712,O00748
DB16650,DB16650_rxn_3,BE0003541,P22309
DB16701,DB16701_rxn_0,BE0001088,P00750
DB16701,DB16701_rxn_0,BE0000895,P00749
DB19325,DB19325_rxn_0,BE0000930,P27169
