drugbank_id,smpdb_id,uniprot_id
DB02530,SMP0000567,P80404
DB02530,SMP0000567,P51649
DB02530,SMP0000567,P47897
DB02552,SMP0000099,P04035
DB02552,SMP0000099,Q9BWD1
DB02552,SMP0000099,Q01581
DB02552,SMP0000099,Q03426
DB02552,SMP0000099,Q15126
DB02552,SMP0000099,P53602
DB02552,SMP0000099,Q13907
DB02552,SMP0000099,P14324
DB02552,SMP0000099,O95749
DB02552,SMP0000099,P37268
DB02552,SMP0000099,Q14534
DB02552,SMP0000099,P48449
DB02552,SMP0000099,Q15392
DB02552,SMP0000099,Q16850
DB02552,SMP0000099,O76062
DB02552,SMP0000099,Q15800
DB02552,SMP0000099,Q15738
DB02552,SMP0000099,P56937
DB02552,SMP0000099,Q15125
DB02552,SMP0000099,O75845
DB02552,SMP0000099,P35610
DB02552,SMP0000099,P38571
DB02552,SMP0000111,P04035
DB02552,SMP0000111,Q9BWD1
DB02552,SMP0000111,Q01581
DB02552,SMP0000111,Q03426
DB02552,SMP0000111,Q15126
DB02552,SMP0000111,P53602
DB02552,SMP0000111,Q13907
DB02552,SMP0000111,P14324
DB02552,SMP0000111,O95749
DB02552,SMP0000111,P37268
DB02552,SMP0000111,Q14534
DB02552,SMP0000111,P48449
DB02552,SMP0000111,Q15392
DB02552,SMP0000111,Q16850
DB02552,SMP0000111,O76062
DB02552,SMP0000111,Q15800
DB02552,SMP0000111,Q15738
DB02552,SMP0000111,P56937
DB02552,SMP0000111,Q15125
DB02552,SMP0000111,O75845
DB02552,SMP0000111,P35610
DB02552,SMP0000111,P38571
DB02552,SMP0000209,Q9BWD1
DB02552,SMP0000209,Q01581
DB02552,SMP0000209,Q03426
DB02552,SMP0000209,Q15126
DB02552,SMP0000209,P53602
DB02552,SMP0000209,Q13907
DB02552,SMP0000209,P14324
DB02552,SMP0000209,O95749
DB02552,SMP0000209,P37268
DB02552,SMP0000209,Q14534
DB02552,SMP0000209,P48449
DB02552,SMP0000209,Q15392
DB02552,SMP0000209,Q16850
DB02552,SMP0000209,O76062
DB02552,SMP0000209,Q15800
DB02552,SMP0000209,Q15738
DB02552,SMP0000209,P56937
DB02552,SMP0000209,Q15125
DB02552,SMP0000209,O75845
DB02552,SMP0000209,P04035
DB02552,SMP0000209,P35610
DB02552,SMP0000209,P38571
DB02552,SMP0000388,Q9BWD1
DB02552,SMP0000388,Q01581
DB02552,SMP0000388,Q03426
DB02552,SMP0000388,Q15126
DB02552,SMP0000388,P53602
DB02552,SMP0000388,Q13907
DB02552,SMP0000388,P14324
DB02552,SMP0000388,O95749
DB02552,SMP0000388,P37268
DB02552,SMP0000388,Q14534
DB02552,SMP0000388,P48449
DB02552,SMP0000388,Q15392
DB02552,SMP0000388,Q16850
DB02552,SMP0000388,O76062
DB02552,SMP0000388,Q15800
DB02552,SMP0000388,Q15738
DB02552,SMP0000388,P56937
DB02552,SMP0000388,Q15125
DB02552,SMP0000388,O75845
DB02552,SMP0000388,P04035
DB02552,SMP0000388,P35610
DB02552,SMP0000388,P38571
DB02552,SMP0000389,Q9BWD1
DB02552,SMP0000389,Q01581
DB02552,SMP0000389,Q03426
DB02552,SMP0000389,Q15126
DB02552,SMP0000389,P53602
DB02552,SMP0000389,Q13907
DB02552,SMP0000389,P14324
DB02552,SMP0000389,O95749
DB02552,SMP0000389,P37268
DB02552,SMP0000389,Q14534
DB02552,SMP0000389,P48449
DB02552,SMP0000389,Q15392
DB02552,SMP0000389,Q16850
DB02552,SMP0000389,O76062
DB02552,SMP0000389,Q15800
DB02552,SMP0000389,Q15738
DB02552,SMP0000389,P56937
DB02552,SMP0000389,Q15125
DB02552,SMP0000389,O75845
DB02552,SMP0000389,P04035
DB02552,SMP0000389,P35610
DB02552,SMP0000389,P38571
DB02552,SMP0000510,Q9BWD1
DB02552,SMP0000510,Q01581
DB02552,SMP0000510,Q03426
DB02552,SMP0000510,Q15126
DB02552,SMP0000510,P53602
DB02552,SMP0000510,Q13907
DB02552,SMP0000510,P14324
DB02552,SMP0000510,O95749
DB02552,SMP0000510,P37268
DB02552,SMP0000510,Q14534
DB02552,SMP0000510,P48449
DB02552,SMP0000510,Q15392
DB02552,SMP0000510,Q16850
DB02552,SMP0000510,O76062
DB02552,SMP0000510,Q15800
DB02552,SMP0000510,Q15738
DB02552,SMP0000510,P56937
DB02552,SMP0000510,Q15125
DB02552,SMP0000510,O75845
DB02552,SMP0000510,P04035
DB02552,SMP0000510,P35610
DB02552,SMP0000510,P38571
DB02552,SMP0000082,Q9BWD1
DB02552,SMP0000082,Q01581
DB02552,SMP0000082,Q03426
DB02552,SMP0000082,Q15126
DB02552,SMP0000082,P53602
DB02552,SMP0000082,Q13907
DB02552,SMP0000082,P14324
DB02552,SMP0000082,O95749
DB02552,SMP0000082,P37268
DB02552,SMP0000082,Q14534
DB02552,SMP0000082,P48449
DB02552,SMP0000082,Q15392
DB02552,SMP0000082,Q16850
DB02552,SMP0000082,O76062
DB02552,SMP0000082,Q15800
DB02552,SMP0000082,Q15738
DB02552,SMP0000082,P56937
DB02552,SMP0000082,Q15125
DB02552,SMP0000082,O75845
DB02552,SMP0000082,P04035
DB02552,SMP0000082,P35610
DB02552,SMP0000082,P38571
DB02552,SMP0000089,P04035
DB02552,SMP0000089,Q9BWD1
DB02552,SMP0000089,Q01581
DB02552,SMP0000089,Q03426
DB02552,SMP0000089,Q15126
DB02552,SMP0000089,P53602
DB02552,SMP0000089,Q13907
DB02552,SMP0000089,P14324
DB02552,SMP0000089,O95749
DB02552,SMP0000089,P37268
DB02552,SMP0000089,Q14534
DB02552,SMP0000089,P48449
DB02552,SMP0000089,Q15392
DB02552,SMP0000089,Q16850
DB02552,SMP0000089,O76062
DB02552,SMP0000089,Q15800
DB02552,SMP0000089,Q15738
DB02552,SMP0000089,P56937
DB02552,SMP0000089,Q15125
DB02552,SMP0000089,O75845
DB02552,SMP0000089,P35610
DB02552,SMP0000089,P38571
DB02552,SMP0000092,P04035
DB02552,SMP0000092,Q9BWD1
DB02552,SMP0000092,Q01581
DB02552,SMP0000092,Q03426
DB02552,SMP0000092,Q15126
DB02552,SMP0000092,P53602
DB02552,SMP0000092,Q13907
DB02552,SMP0000092,P14324
DB02552,SMP0000092,O95749
DB02552,SMP0000092,P37268
DB02552,SMP0000092,Q14534
DB02552,SMP0000092,P48449
DB02552,SMP0000092,Q15392
DB02552,SMP0000092,Q16850
DB02552,SMP0000092,O76062
DB02552,SMP0000092,Q15800
DB02552,SMP0000092,Q15738
DB02552,SMP0000092,P56937
DB02552,SMP0000092,Q15125
DB02552,SMP0000092,O75845
DB02552,SMP0000092,P35610
DB02552,SMP0000092,P38571
DB02552,SMP0000107,P14324
DB02552,SMP0000107,Q9BWD1
DB02552,SMP0000107,Q01581
DB02552,SMP0000107,Q03426
DB02552,SMP0000107,Q15126
DB02552,SMP0000107,P53602
DB02552,SMP0000107,Q13907
DB02552,SMP0000107,O95749
DB02552,SMP0000107,P37268
DB02552,SMP0000107,Q14534
DB02552,SMP0000107,P48449
DB02552,SMP0000107,Q15392
DB02552,SMP0000107,Q16850
DB02552,SMP0000107,O76062
DB02552,SMP0000107,Q15800
DB02552,SMP0000107,Q15738
DB02552,SMP0000107,P56937
DB02552,SMP0000107,Q15125
DB02552,SMP0000107,O75845
DB02552,SMP0000107,P04035
DB02552,SMP0000107,P35610
DB02552,SMP0000107,P38571
DB02552,SMP0000117,P14324
DB02552,SMP0000117,Q9BWD1
DB02552,SMP0000117,Q01581
DB02552,SMP0000117,Q03426
DB02552,SMP0000117,Q15126
DB02552,SMP0000117,P53602
DB02552,SMP0000117,Q13907
DB02552,SMP0000117,O95749
DB02552,SMP0000117,P37268
DB02552,SMP0000117,Q14534
DB02552,SMP0000117,P48449
DB02552,SMP0000117,Q15392
DB02552,SMP0000117,Q16850
DB02552,SMP0000117,O76062
DB02552,SMP0000117,Q15800
DB02552,SMP0000117,Q15738
DB02552,SMP0000117,P56937
DB02552,SMP0000117,Q15125
DB02552,SMP0000117,O75845
DB02552,SMP0000117,P04035
DB02552,SMP0000117,P35610
DB02552,SMP0000117,P38571
DB02552,SMP0000119,P04035
DB02552,SMP0000119,Q9BWD1
DB02552,SMP0000119,Q01581
DB02552,SMP0000119,Q03426
DB02552,SMP0000119,Q15126
DB02552,SMP0000119,P53602
DB02552,SMP0000119,Q13907
DB02552,SMP0000119,P14324
DB02552,SMP0000119,O95749
DB02552,SMP0000119,P37268
DB02552,SMP0000119,Q14534
DB02552,SMP0000119,P48449
DB02552,SMP0000119,Q15392
DB02552,SMP0000119,Q16850
DB02552,SMP0000119,O76062
DB02552,SMP0000119,Q15800
DB02552,SMP0000119,Q15738
DB02552,SMP0000119,P56937
DB02552,SMP0000119,Q15125
DB02552,SMP0000119,O75845
DB02552,SMP0000119,P35610
DB02552,SMP0000119,P38571
DB02552,SMP0000319,Q9BWD1
DB02552,SMP0000319,Q01581
DB02552,SMP0000319,Q03426
DB02552,SMP0000319,Q15126
DB02552,SMP0000319,P53602
DB02552,SMP0000319,Q13907
DB02552,SMP0000319,P14324
DB02552,SMP0000319,O95749
DB02552,SMP0000319,P37268
DB02552,SMP0000319,Q14534
DB02552,SMP0000319,P48449
DB02552,SMP0000319,Q15392
DB02552,SMP0000319,Q16850
DB02552,SMP0000319,O76062
DB02552,SMP0000319,Q15800
DB02552,SMP0000319,Q15738
DB02552,SMP0000319,P56937
DB02552,SMP0000319,Q15125
DB02552,SMP0000319,O75845
DB02552,SMP0000319,P04035
DB02552,SMP0000319,P35610
DB02552,SMP0000319,P38571
DB02552,SMP0000508,Q9BWD1
DB02552,SMP0000508,Q01581
DB02552,SMP0000508,Q03426
DB02552,SMP0000508,Q15126
DB02552,SMP0000508,P53602
DB02552,SMP0000508,Q13907
DB02552,SMP0000508,P14324
DB02552,SMP0000508,O95749
DB02552,SMP0000508,P37268
DB02552,SMP0000508,Q14534
DB02552,SMP0000508,P48449
DB02552,SMP0000508,Q15392
DB02552,SMP0000508,Q16850
DB02552,SMP0000508,O76062
DB02552,SMP0000508,Q15800
DB02552,SMP0000508,Q15738
DB02552,SMP0000508,P56937
DB02552,SMP0000508,Q15125
DB02552,SMP0000508,O75845
DB02552,SMP0000508,P04035
DB02552,SMP0000508,P35610
DB02552,SMP0000508,P38571
DB02552,SMP0000023,Q9BWD1
DB02552,SMP0000023,Q01581
DB02552,SMP0000023,Q03426
DB02552,SMP0000023,Q15126
DB02552,SMP0000023,P53602
DB02552,SMP0000023,Q13907
DB02552,SMP0000023,P14324
DB02552,SMP0000023,O95749
DB02552,SMP0000023,P37268
DB02552,SMP0000023,Q14534
DB02552,SMP0000023,P48449
DB02552,SMP0000023,Q15392
DB02552,SMP0000023,Q16850
DB02552,SMP0000023,O76062
DB02552,SMP0000023,Q15800
DB02552,SMP0000023,Q15738
DB02552,SMP0000023,P56937
DB02552,SMP0000023,Q15125
DB02552,SMP0000023,O75845
DB02552,SMP0000023,P04035
DB02552,SMP0000023,P35610
DB02552,SMP0000023,P38571
DB02552,SMP0000079,P14324
DB02552,SMP0000079,Q9BWD1
DB02552,SMP0000079,Q01581
DB02552,SMP0000079,Q03426
DB02552,SMP0000079,Q15126
DB02552,SMP0000079,P53602
DB02552,SMP0000079,Q13907
DB02552,SMP0000079,O95749
DB02552,SMP0000079,P37268
DB02552,SMP0000079,Q14534
DB02552,SMP0000079,P48449
DB02552,SMP0000079,Q15392
DB02552,SMP0000079,Q16850
DB02552,SMP0000079,O76062
DB02552,SMP0000079,Q15800
DB02552,SMP0000079,Q15738
DB02552,SMP0000079,P56937
DB02552,SMP0000079,Q15125
DB02552,SMP0000079,O75845
DB02552,SMP0000079,P04035
DB02552,SMP0000079,P35610
DB02552,SMP0000079,P38571
DB02552,SMP0000095,P14324
DB02552,SMP0000095,Q9BWD1
DB02552,SMP0000095,Q01581
DB02552,SMP0000095,Q03426
DB02552,SMP0000095,Q15126
DB02552,SMP0000095,P53602
DB02552,SMP0000095,Q13907
DB02552,SMP0000095,O95749
DB02552,SMP0000095,P37268
DB02552,SMP0000095,Q14534
DB02552,SMP0000095,P48449
DB02552,SMP0000095,Q15392
DB02552,SMP0000095,Q16850
DB02552,SMP0000095,O76062
DB02552,SMP0000095,Q15800
DB02552,SMP0000095,Q15738
DB02552,SMP0000095,P56937
DB02552,SMP0000095,Q15125
DB02552,SMP0000095,O75845
DB02552,SMP0000095,P04035
DB02552,SMP0000095,P35610
DB02552,SMP0000095,P38571
DB02552,SMP0000112,P14324
DB02552,SMP0000112,Q9BWD1
DB02552,SMP0000112,Q01581
DB02552,SMP0000112,Q03426
DB02552,SMP0000112,Q15126
DB02552,SMP0000112,P53602
DB02552,SMP0000112,Q13907
DB02552,SMP0000112,O95749
DB02552,SMP0000112,P37268
DB02552,SMP0000112,Q14534
DB02552,SMP0000112,P48449
DB02552,SMP0000112,Q15392
DB02552,SMP0000112,Q16850
DB02552,SMP0000112,O76062
DB02552,SMP0000112,Q15800
DB02552,SMP0000112,Q15738
DB02552,SMP0000112,P56937
DB02552,SMP0000112,Q15125
DB02552,SMP0000112,O75845
DB02552,SMP0000112,P04035
DB02552,SMP0000112,P35610
DB02552,SMP0000112,P38571
DB02552,SMP0000131,P04035
DB02552,SMP0000131,Q9BWD1
DB02552,SMP0000131,Q01581
DB02552,SMP0000131,Q03426
DB02552,SMP0000131,Q15126
DB02552,SMP0000131,P53602
DB02552,SMP0000131,Q13907
DB02552,SMP0000131,P14324
DB02552,SMP0000131,O95749
DB02552,SMP0000131,P37268
DB02552,SMP0000131,Q14534
DB02552,SMP0000131,P48449
DB02552,SMP0000131,Q15392
DB02552,SMP0000131,Q16850
DB02552,SMP0000131,O76062
DB02552,SMP0000131,Q15800
DB02552,SMP0000131,Q15738
DB02552,SMP0000131,P56937
DB02552,SMP0000131,Q15125
DB02552,SMP0000131,O75845
DB02552,SMP0000131,P35610
DB02552,SMP0000131,P38571
DB02552,SMP0000386,Q9BWD1
DB02552,SMP0000386,Q01581
DB02552,SMP0000386,Q03426
DB02552,SMP0000386,Q15126
DB02552,SMP0000386,P53602
DB02552,SMP0000386,Q13907
DB02552,SMP0000386,P14324
DB02552,SMP0000386,O95749
DB02552,SMP0000386,P37268
DB02552,SMP0000386,Q14534
DB02552,SMP0000386,P48449
DB02552,SMP0000386,Q15392
DB02552,SMP0000386,Q16850
DB02552,SMP0000386,O76062
DB02552,SMP0000386,Q15800
DB02552,SMP0000386,Q15738
DB02552,SMP0000386,P56937
DB02552,SMP0000386,Q15125
DB02552,SMP0000386,O75845
DB02552,SMP0000386,P04035
DB02552,SMP0000386,P35610
DB02552,SMP0000386,P38571
DB02552,SMP0000387,Q9BWD1
DB02552,SMP0000387,Q01581
DB02552,SMP0000387,Q03426
DB02552,SMP0000387,Q15126
DB02552,SMP0000387,P53602
DB02552,SMP0000387,Q13907
DB02552,SMP0000387,P14324
DB02552,SMP0000387,O95749
DB02552,SMP0000387,P37268
DB02552,SMP0000387,Q14534
DB02552,SMP0000387,P48449
DB02552,SMP0000387,Q15392
DB02552,SMP0000387,Q16850
DB02552,SMP0000387,O76062
DB02552,SMP0000387,Q15800
DB02552,SMP0000387,Q15738
DB02552,SMP0000387,P56937
DB02552,SMP0000387,Q15125
DB02552,SMP0000387,O75845
DB02552,SMP0000387,P04035
DB02552,SMP0000387,P35610
DB02552,SMP0000387,P38571
DB02552,SMP0000509,Q9BWD1
DB02552,SMP0000509,Q01581
DB02552,SMP0000509,Q03426
DB02552,SMP0000509,Q15126
DB02552,SMP0000509,P53602
DB02552,SMP0000509,Q13907
DB02552,SMP0000509,P14324
DB02552,SMP0000509,O95749
DB02552,SMP0000509,P37268
DB02552,SMP0000509,Q14534
DB02552,SMP0000509,P48449
DB02552,SMP0000509,Q15392
DB02552,SMP0000509,Q16850
DB02552,SMP0000509,O76062
DB02552,SMP0000509,Q15800
DB02552,SMP0000509,Q15738
DB02552,SMP0000509,P56937
DB02552,SMP0000509,Q15125
DB02552,SMP0000509,O75845
DB02552,SMP0000509,P04035
DB02552,SMP0000509,P35610
DB02552,SMP0000509,P38571
DB02552,SMP0000511,Q9BWD1
DB02552,SMP0000511,Q01581
DB02552,SMP0000511,Q03426
DB02552,SMP0000511,Q15126
DB02552,SMP0000511,P53602
DB02552,SMP0000511,Q13907
DB02552,SMP0000511,P14324
DB02552,SMP0000511,O95749
DB02552,SMP0000511,P37268
DB02552,SMP0000511,Q14534
DB02552,SMP0000511,P48449
DB02552,SMP0000511,Q15392
DB02552,SMP0000511,Q16850
DB02552,SMP0000511,O76062
DB02552,SMP0000511,Q15800
DB02552,SMP0000511,Q15738
DB02552,SMP0000511,P56937
DB02552,SMP0000511,Q15125
DB02552,SMP0000511,O75845
DB02552,SMP0000511,P04035
DB02552,SMP0000511,P35610
DB02552,SMP0000511,P38571
DB02577,SMP0000020,P00966
DB02577,SMP0000020,P04424
DB02577,SMP0000020,P31327
DB02577,SMP0000020,P00367
DB02577,SMP0000020,P04181
DB02577,SMP0000020,P30038
DB02577,SMP0000020,O43272
DB02577,SMP0000020,Q96C36
DB02577,SMP0000020,P07814
DB02577,SMP0000020,Q7Z4N8
DB02577,SMP0000020,Q5T160
DB02577,SMP0000020,P50440
DB02577,SMP0000020,Q14353
DB02577,SMP0000020,P12277
DB02577,SMP0000020,P05089
DB02577,SMP0000020,P00480
DB02577,SMP0000020,Q9Y619
DB02577,SMP0000020,P14920
DB02577,SMP0000020,P17174
DB02577,SMP0000020,P29475
DB02577,SMP0000024,P13196
DB02577,SMP0000024,P13716
DB02577,SMP0000024,P08397
DB02577,SMP0000024,P10746
DB02577,SMP0000024,P06132
DB02577,SMP0000024,P36551
DB02577,SMP0000024,P50336
DB02577,SMP0000024,Q8N4E7
DB02577,SMP0000024,P22830
DB02577,SMP0000024,Q12887
DB02577,SMP0000024,Q7KZN9
DB02577,SMP0000024,P09601
DB02577,SMP0000024,P53004
DB02577,SMP0000024,O75310
DB02577,SMP0000024,P08236
DB02577,SMP0000050,P50583
DB02577,SMP0000050,O75414
DB02577,SMP0000050,O75356
DB02577,SMP0000050,Q5MY95
DB02577,SMP0000050,Q16774
DB02577,SMP0000050,P49902
DB02577,SMP0000050,Q16854
DB02577,SMP0000050,P07741
DB02577,SMP0000050,P00491
DB02577,SMP0000050,P00492
DB02577,SMP0000050,Q9Y2T3
DB02577,SMP0000050,Q9UKK9
DB02577,SMP0000050,P21108
DB02577,SMP0000050,Q06203
DB02577,SMP0000050,P22102
DB02577,SMP0000050,O15067
DB02577,SMP0000050,P22234
DB02577,SMP0000050,P30566
DB02577,SMP0000050,P31939
DB02577,SMP0000050,Q9BY32
DB02577,SMP0000050,P49915
DB02577,SMP0000050,P20839
DB02577,SMP0000050,P36959
DB02577,SMP0000050,P47989
DB02577,SMP0000050,P30520
DB02577,SMP0000050,P23109
DB02577,SMP0000050,P00813
DB02577,SMP0000050,P00568
DB02577,SMP0000050,Q8NBU5
DB02577,SMP0000050,Q08499
DB02577,SMP0000050,Q96PN6
DB02577,SMP0000050,P33402
DB02577,SMP0000050,Q02153
DB02577,SMP0000050,Q9Y233
DB02577,SMP0000050,P10599
DB02577,SMP0000050,P23921
DB02577,SMP0000050,P31350
DB02577,SMP0000082,Q9BWD1
DB02577,SMP0000082,Q01581
DB02577,SMP0000082,Q03426
DB02577,SMP0000082,Q15126
DB02577,SMP0000082,P53602
DB02577,SMP0000082,Q13907
DB02577,SMP0000082,P14324
DB02577,SMP0000082,O95749
DB02577,SMP0000082,P37268
DB02577,SMP0000082,Q14534
DB02577,SMP0000082,P48449
DB02577,SMP0000082,Q15392
DB02577,SMP0000082,Q16850
DB02577,SMP0000082,O76062
DB02577,SMP0000082,Q15800
DB02577,SMP0000082,Q15738
DB02577,SMP0000082,P56937
DB02577,SMP0000082,Q15125
DB02577,SMP0000082,O75845
DB02577,SMP0000082,P04035
DB02577,SMP0000082,P35610
DB02577,SMP0000082,P38571
DB02577,SMP0000084,P35354
DB02577,SMP0000084,P78329
DB02577,SMP0000084,P09960
DB02577,SMP0000084,Q16873
DB02577,SMP0000084,P19440
DB02577,SMP0000084,P07203
DB02577,SMP0000084,Q16647
DB02577,SMP0000084,P41222
DB02577,SMP0000084,P42330
DB02577,SMP0000084,P24557
DB02577,SMP0000084,O14684
DB02577,SMP0000084,Q8TBF2
DB02577,SMP0000084,P16152
DB02577,SMP0000084,P16050
DB02577,SMP0000084,P10632
DB02577,SMP0000084,P20813
DB02577,SMP0000084,P34913
DB02577,SMP0000084,P09917
DB02577,SMP0000084,P23219
DB02577,SMP0000084,O15296
DB02577,SMP0000084,P05181
DB02577,SMP0000084,O75342
DB02577,SMP0000084,P51589
DB02577,SMP0000084,Q7Z449
DB02577,SMP0000084,Q02928
DB02577,SMP0000084,P18054
DB02577,SMP0000084,P0C869
DB02577,SMP0000084,P98187
DB02577,SMP0000084,Q08477
DB02577,SMP0000085,P23219
DB02577,SMP0000085,P35354
DB02577,SMP0000085,P78329
DB02577,SMP0000085,P09960
DB02577,SMP0000085,Q16873
DB02577,SMP0000085,P19440
DB02577,SMP0000085,P07203
DB02577,SMP0000085,Q16647
DB02577,SMP0000085,P41222
DB02577,SMP0000085,P42330
DB02577,SMP0000085,P24557
DB02577,SMP0000085,O14684
DB02577,SMP0000085,Q8TBF2
DB02577,SMP0000085,P16152
DB02577,SMP0000085,P16050
DB02577,SMP0000085,P10632
DB02577,SMP0000085,P20813
DB02577,SMP0000085,P34913
DB02577,SMP0000085,P09917
DB02577,SMP0000085,O15296
DB02577,SMP0000085,P05181
DB02577,SMP0000085,O75342
DB02577,SMP0000085,P51589
DB02577,SMP0000085,Q7Z449
DB02577,SMP0000085,Q02928
DB02577,SMP0000085,P18054
DB02577,SMP0000085,P0C869
DB02577,SMP0000085,P98187
DB02577,SMP0000085,Q08477
DB02577,SMP0000086,P35354
DB02577,SMP0000086,P23219
DB02577,SMP0000086,Q4U2R8
DB02577,SMP0000086,Q8TCC7
DB02577,SMP0000086,P08684
DB02577,SMP0000086,P10632
DB02577,SMP0000086,P33261
DB02577,SMP0000086,P11712
DB02577,SMP0000086,P16662
DB02577,SMP0000086,P06133
DB02577,SMP0000086,Q9UBS4
DB02577,SMP0000086,Q96GW1
DB02577,SMP0000086,P11021
DB02577,SMP0000086,Q6IN67
DB02577,SMP0000086,Q13087
DB02577,SMP0000086,P13667
DB02577,SMP0000086,Q15084
DB02577,SMP0000086,P23284
DB02577,SMP0000086,Q9HCN8
DB02577,SMP0000086,P22309
DB02577,SMP0000086,P30040
DB02577,SMP0000086,P35503
DB02577,SMP0000086,O60656
DB02577,SMP0000086,Q9HAW8
DB02577,SMP0000086,P78329
DB02577,SMP0000086,P09960
DB02577,SMP0000086,Q16873
DB02577,SMP0000086,P19440
DB02577,SMP0000086,P07203
DB02577,SMP0000086,Q16647
DB02577,SMP0000086,P41222
DB02577,SMP0000086,P42330
DB02577,SMP0000086,P24557
DB02577,SMP0000086,O14684
DB02577,SMP0000086,Q8TBF2
DB02577,SMP0000086,P16152
DB02577,SMP0000086,P16050
DB02577,SMP0000086,P20813
DB02577,SMP0000086,P34913
DB02577,SMP0000086,P09917
DB02577,SMP0000086,O15296
DB02577,SMP0000086,P05181
DB02577,SMP0000086,O75342
DB02577,SMP0000086,P51589
DB02577,SMP0000086,Q7Z449
DB02577,SMP0000086,Q02928
DB02577,SMP0000086,P18054
DB02577,SMP0000086,P0C869
DB02577,SMP0000086,P98187
DB02577,SMP0000086,Q08477
DB02577,SMP0000089,P04035
DB02577,SMP0000089,Q9BWD1
DB02577,SMP0000089,Q01581
DB02577,SMP0000089,Q03426
DB02577,SMP0000089,Q15126
DB02577,SMP0000089,P53602
DB02577,SMP0000089,Q13907
DB02577,SMP0000089,P14324
DB02577,SMP0000089,O95749
DB02577,SMP0000089,P37268
DB02577,SMP0000089,Q14534
DB02577,SMP0000089,P48449
DB02577,SMP0000089,Q15392
DB02577,SMP0000089,Q16850
DB02577,SMP0000089,O76062
DB02577,SMP0000089,Q15800
DB02577,SMP0000089,Q15738
DB02577,SMP0000089,P56937
DB02577,SMP0000089,Q15125
DB02577,SMP0000089,O75845
DB02577,SMP0000089,P35610
DB02577,SMP0000089,P38571
DB02577,SMP0000092,P04035
DB02577,SMP0000092,Q9BWD1
DB02577,SMP0000092,Q01581
DB02577,SMP0000092,Q03426
DB02577,SMP0000092,Q15126
DB02577,SMP0000092,P53602
DB02577,SMP0000092,Q13907
DB02577,SMP0000092,P14324
DB02577,SMP0000092,O95749
DB02577,SMP0000092,P37268
DB02577,SMP0000092,Q14534
DB02577,SMP0000092,P48449
DB02577,SMP0000092,Q15392
DB02577,SMP0000092,Q16850
DB02577,SMP0000092,O76062
DB02577,SMP0000092,Q15800
DB02577,SMP0000092,Q15738
DB02577,SMP0000092,P56937
DB02577,SMP0000092,Q15125
DB02577,SMP0000092,O75845
DB02577,SMP0000092,P35610
DB02577,SMP0000092,P38571
DB02577,SMP0000096,P07327
DB02577,SMP0000096,P00325
DB02577,SMP0000096,P11712
DB02577,SMP0000096,P08684
DB02577,SMP0000096,Q9HAW8
DB02577,SMP0000096,P23219
DB02577,SMP0000096,P35354
DB02577,SMP0000096,P10635
DB02577,SMP0000096,P78329
DB02577,SMP0000096,P09960
DB02577,SMP0000096,Q16873
DB02577,SMP0000096,P19440
DB02577,SMP0000096,P07203
DB02577,SMP0000096,Q16647
DB02577,SMP0000096,P41222
DB02577,SMP0000096,P42330
DB02577,SMP0000096,P24557
DB02577,SMP0000096,O14684
DB02577,SMP0000096,Q8TBF2
DB02577,SMP0000096,P16152
DB02577,SMP0000096,P16050
DB02577,SMP0000096,P10632
DB02577,SMP0000096,P20813
DB02577,SMP0000096,P34913
DB02577,SMP0000096,P09917
DB02577,SMP0000096,O15296
DB02577,SMP0000096,P05181
DB02577,SMP0000096,O75342
DB02577,SMP0000096,P51589
DB02577,SMP0000096,Q7Z449
DB02577,SMP0000096,Q02928
DB02577,SMP0000096,P18054
DB02577,SMP0000096,P0C869
DB02577,SMP0000096,P98187
DB02577,SMP0000096,Q08477
DB02577,SMP0000101,P35354
DB02577,SMP0000101,P23219
DB02577,SMP0000101,P78329
DB02577,SMP0000101,P09960
DB02577,SMP0000101,Q16873
DB02577,SMP0000101,P19440
DB02577,SMP0000101,P07203
DB02577,SMP0000101,Q16647
DB02577,SMP0000101,P41222
DB02577,SMP0000101,P42330
DB02577,SMP0000101,P24557
DB02577,SMP0000101,O14684
DB02577,SMP0000101,Q8TBF2
DB02577,SMP0000101,P16152
DB02577,SMP0000101,P16050
DB02577,SMP0000101,P10632
DB02577,SMP0000101,P20813
DB02577,SMP0000101,P34913
DB02577,SMP0000101,P09917
DB02577,SMP0000101,O15296
DB02577,SMP0000101,P05181
DB02577,SMP0000101,O75342
DB02577,SMP0000101,P51589
DB02577,SMP0000101,Q7Z449
DB02577,SMP0000101,Q02928
DB02577,SMP0000101,P18054
DB02577,SMP0000101,P0C869
DB02577,SMP0000101,P98187
DB02577,SMP0000101,Q08477
DB02577,SMP0000104,P23219
DB02577,SMP0000104,P35354
DB02577,SMP0000104,P14555
DB02577,SMP0000104,P78329
DB02577,SMP0000104,P09960
DB02577,SMP0000104,Q16873
DB02577,SMP0000104,P19440
DB02577,SMP0000104,P07203
DB02577,SMP0000104,Q16647
DB02577,SMP0000104,P41222
DB02577,SMP0000104,P42330
DB02577,SMP0000104,P24557
DB02577,SMP0000104,O14684
DB02577,SMP0000104,Q8TBF2
DB02577,SMP0000104,P16152
DB02577,SMP0000104,P16050
DB02577,SMP0000104,P10632
DB02577,SMP0000104,P20813
DB02577,SMP0000104,P34913
DB02577,SMP0000104,P09917
DB02577,SMP0000104,O15296
DB02577,SMP0000104,P05181
