drugbank_id,smpdb_id,uniprot_id
DB00001,SMP0000278,P00734
DB00001,SMP0000278,P00748
DB00001,SMP0000278,P02452
DB00001,SMP0000278,P03952
DB00001,SMP0000278,P03951
DB00001,SMP0000278,P00740
DB00001,SMP0000278,P00451
DB00001,SMP0000278,P12259
DB00001,SMP0000278,P00742
DB00001,SMP0000278,P02671
DB00001,SMP0000278,P02675
DB00001,SMP0000278,P02679
DB00001,SMP0000278,P00488
DB00001,SMP0000278,P05160
DB00001,SMP0000278,P00747
DB00001,SMP0000278,P00750
DB00001,SMP0000278,P08709
DB00001,SMP0000278,P13726
DB00001,SMP0000278,Q9BQB6
DB00001,SMP0000278,P38435
DB00002,SMP0000474,P00533
DB00006,SMP0000277,P00734
DB00006,SMP0000277,P00748
DB00006,SMP0000277,P02452
DB00006,SMP0000277,P03952
DB00006,SMP0000277,P03951
DB00006,SMP0000277,P00740
DB00006,SMP0000277,P00451
DB00006,SMP0000277,P12259
DB00006,SMP0000277,P00742
DB00006,SMP0000277,P02671
DB00006,SMP0000277,P02675
DB00006,SMP0000277,P02679
DB00006,SMP0000277,P00488
DB00006,SMP0000277,P05160
DB00006,SMP0000277,P00747
DB00006,SMP0000277,P00750
DB00006,SMP0000277,P08709
DB00006,SMP0000277,P13726
DB00006,SMP0000277,Q9BQB6
DB00006,SMP0000277,P38435
DB00009,SMP0000280,P00747
DB00009,SMP0000280,P00748
DB00009,SMP0000280,P02452
DB00009,SMP0000280,P03952
DB00009,SMP0000280,P03951
DB00009,SMP0000280,P00740
DB00009,SMP0000280,P00451
DB00009,SMP0000280,P00734
DB00009,SMP0000280,P12259
DB00009,SMP0000280,P00742
DB00009,SMP0000280,P02671
DB00009,SMP0000280,P02675
DB00009,SMP0000280,P02679
DB00009,SMP0000280,P00488
DB00009,SMP0000280,P05160
DB00009,SMP0000280,P00750
DB00009,SMP0000280,P08709
DB00009,SMP0000280,P13726
DB00009,SMP0000280,Q9BQB6
DB00009,SMP0000280,P38435
DB00013,SMP0000284,P00747
DB00013,SMP0000284,P00748
DB00013,SMP0000284,P02452
DB00013,SMP0000284,P03952
DB00013,SMP0000284,P03951
DB00013,SMP0000284,P00740
DB00013,SMP0000284,P00451
DB00013,SMP0000284,P00734
DB00013,SMP0000284,P12259
DB00013,SMP0000284,P00742
DB00013,SMP0000284,P02671
DB00013,SMP0000284,P02675
DB00013,SMP0000284,P02679
DB00013,SMP0000284,P00488
DB00013,SMP0000284,P05160
DB00013,SMP0000284,P00750
DB00013,SMP0000284,P08709
DB00013,SMP0000284,P13726
DB00013,SMP0000284,Q9BQB6
DB00013,SMP0000284,P38435
DB00015,SMP0000285,P00747
DB00015,SMP0000285,P00748
DB00015,SMP0000285,P02452
DB00015,SMP0000285,P03952
DB00015,SMP0000285,P03951
DB00015,SMP0000285,P00740
DB00015,SMP0000285,P00451
DB00015,SMP0000285,P00734
DB00015,SMP0000285,P12259
DB00015,SMP0000285,P00742
DB00015,SMP0000285,P02671
DB00015,SMP0000285,P02675
DB00015,SMP0000285,P02679
DB00015,SMP0000285,P00488
DB00015,SMP0000285,P05160
DB00015,SMP0000285,P00750
DB00015,SMP0000285,P08709
DB00015,SMP0000285,P13726
DB00015,SMP0000285,Q9BQB6
DB00015,SMP0000285,P38435
DB00029,SMP0000281,P00747
DB00029,SMP0000281,P00748
DB00029,SMP0000281,P02452
DB00029,SMP0000281,P03952
DB00029,SMP0000281,P03951
DB00029,SMP0000281,P00740
DB00029,SMP0000281,P00451
DB00029,SMP0000281,P00734
DB00029,SMP0000281,P12259
DB00029,SMP0000281,P00742
DB00029,SMP0000281,P02671
DB00029,SMP0000281,P02675
DB00029,SMP0000281,P02679
DB00029,SMP0000281,P00488
DB00029,SMP0000281,P05160
DB00029,SMP0000281,P00750
DB00029,SMP0000281,P08709
DB00029,SMP0000281,P13726
DB00029,SMP0000281,Q9BQB6
DB00029,SMP0000281,P38435
DB00031,SMP0000283,P00747
DB00031,SMP0000283,P00748
DB00031,SMP0000283,P02452
DB00031,SMP0000283,P03952
DB00031,SMP0000283,P03951
DB00031,SMP0000283,P00740
DB00031,SMP0000283,P00451
DB00031,SMP0000283,P00734
DB00031,SMP0000283,P12259
DB00031,SMP0000283,P00742
DB00031,SMP0000283,P02671
DB00031,SMP0000283,P02675
DB00031,SMP0000283,P02679
DB00031,SMP0000283,P00488
DB00031,SMP0000283,P05160
DB00031,SMP0000283,P00750
DB00031,SMP0000283,P08709
DB00031,SMP0000283,P13726
DB00031,SMP0000283,Q9BQB6
DB00031,SMP0000283,P38435
DB00054,SMP0000265,P08514
DB00054,SMP0000265,P05106
DB00063,SMP0000266,P08514
DB00063,SMP0000266,P05106
DB00072,SMP0000476,P00533
DB00086,SMP0000282,P00747
DB00086,SMP0000282,P00748
DB00086,SMP0000282,P02452
DB00086,SMP0000282,P03952
DB00086,SMP0000282,P03951
DB00086,SMP0000282,P00740
DB00086,SMP0000282,P00451
DB00086,SMP0000282,P00734
DB00086,SMP0000282,P12259
DB00086,SMP0000282,P00742
DB00086,SMP0000282,P02671
DB00086,SMP0000282,P02675
DB00086,SMP0000282,P02679
DB00086,SMP0000282,P00488
DB00086,SMP0000282,P05160
DB00086,SMP0000282,P00750
DB00086,SMP0000282,P08709
DB00086,SMP0000282,P13726
DB00086,SMP0000282,Q9BQB6
DB00086,SMP0000282,P38435
DB00112,SMP0000420,P15692
DB00112,SMP0000420,P35968
DB00112,SMP0000420,P17948
DB00114,SMP0000002,Q15758
DB00114,SMP0000002,P43007
DB00114,SMP0000002,P24298
DB00114,SMP0000002,Q9UI32
DB00114,SMP0000002,P00367
DB00114,SMP0000002,P31327
DB00114,SMP0000002,P00505
DB00114,SMP0000002,P00480
DB00114,SMP0000002,Q9Y619
DB00114,SMP0000002,P05089
DB00114,SMP0000002,P04424
DB00114,SMP0000002,P00966
DB00114,SMP0000002,O75746
DB00114,SMP0000003,Q15758
DB00114,SMP0000003,P43007
DB00114,SMP0000003,P24298
DB00114,SMP0000003,Q9UI32
DB00114,SMP0000003,P00367
DB00114,SMP0000003,P31327
DB00114,SMP0000003,P00505
DB00114,SMP0000003,P00480
DB00114,SMP0000003,Q9Y619
DB00114,SMP0000003,P05089
DB00114,SMP0000003,P04424
DB00114,SMP0000003,P00966
DB00114,SMP0000003,O75746
DB00114,SMP0000004,P21397
DB00114,SMP0000004,P05091
DB00114,SMP0000004,O75600
DB00114,SMP0000004,Q9UI17
DB00114,SMP0000004,Q9UL12
DB00114,SMP0000004,P23378
DB00114,SMP0000004,P48728
DB00114,SMP0000004,P34897
DB00114,SMP0000004,P09622
DB00114,SMP0000004,P21549
DB00114,SMP0000004,P50440
DB00114,SMP0000004,Q14353
DB00114,SMP0000004,P13196
DB00114,SMP0000004,Q93088
DB00114,SMP0000004,Q14749
DB00114,SMP0000004,Q8IVS8
DB00114,SMP0000004,O43175
DB00114,SMP0000004,Q9Y617
DB00114,SMP0000004,P78330
DB00114,SMP0000004,P20132
DB00114,SMP0000004,P34896
DB00114,SMP0000004,Q9GZT4
DB00114,SMP0000004,P35520
DB00114,SMP0000004,P32929
DB00114,SMP0000004,P49591
DB00114,SMP0000004,P41250
DB00114,SMP0000006,P17735
DB00114,SMP0000006,P17174
DB00114,SMP0000006,P32754
DB00114,SMP0000006,O43708
DB00114,SMP0000006,P16930
DB00114,SMP0000006,P20711
DB00114,SMP0000006,P30838
DB00114,SMP0000006,P14679
DB00114,SMP0000006,P09172
DB00114,SMP0000006,P40126
DB00114,SMP0000006,P11086
DB00114,SMP0000006,P21397
DB00114,SMP0000006,P07327
DB00114,SMP0000006,Q93099
DB00114,SMP0000006,P14174
DB00114,SMP0000006,P19801
DB00114,SMP0000006,P21964
DB00114,SMP0000006,P46952
DB00114,SMP0000009,P20132
DB00114,SMP0000009,Q7L266
DB00114,SMP0000009,P08243
DB00114,SMP0000009,P42357
DB00114,SMP0000009,P31327
DB00114,SMP0000009,A8YXX4
DB00114,SMP0000009,P00367
DB00114,SMP0000009,Q9UI32
DB00114,SMP0000009,P48728
DB00114,SMP0000009,P09622
DB00114,SMP0000009,P23378
DB00114,SMP0000009,P23434
DB00114,SMP0000012,P07101
DB00114,SMP0000012,P20711
DB00114,SMP0000012,P09172
DB00114,SMP0000012,P11086
DB00114,SMP0000016,Q96PE7
DB00114,SMP0000016,P22033
DB00114,SMP0000016,O95822
DB00114,SMP0000016,Q13085
DB00114,SMP0000016,P24752
DB00114,SMP0000016,Q02252
DB00114,SMP0000016,P80404
DB00114,SMP0000016,P30084
DB00114,SMP0000016,Q6NVY1
DB00114,SMP0000016,P11310
DB00114,SMP0000016,Q9NUB1
DB00114,SMP0000016,Q9H6R3
DB00114,SMP0000016,P05165
DB00114,SMP0000016,P05166
DB00114,SMP0000016,P11182
DB00114,SMP0000016,P09622
DB00114,SMP0000016,P21953
DB00114,SMP0000016,P12694
DB00114,SMP0000016,Q9BYZ2
DB00114,SMP0000020,P00966
DB00114,SMP0000020,P04424
DB00114,SMP0000020,P31327
DB00114,SMP0000020,P00367
DB00114,SMP0000020,P04181
DB00114,SMP0000020,P30038
DB00114,SMP0000020,O43272
DB00114,SMP0000020,Q96C36
DB00114,SMP0000020,P07814
DB00114,SMP0000020,Q7Z4N8
DB00114,SMP0000020,Q5T160
DB00114,SMP0000020,P50440
DB00114,SMP0000020,Q14353
DB00114,SMP0000020,P12277
DB00114,SMP0000020,P05089
DB00114,SMP0000020,P00480
DB00114,SMP0000020,Q9Y619
DB00114,SMP0000020,P14920
DB00114,SMP0000020,P17174
DB00114,SMP0000020,P29475
DB00114,SMP0000021,Q16878
DB00114,SMP0000021,Q96SZ5
DB00114,SMP0000021,Q9Y600
DB00114,SMP0000021,Q99259
DB00114,SMP0000021,Q6P531
DB00114,SMP0000024,P13196
DB00114,SMP0000024,P13716
DB00114,SMP0000024,P08397
DB00114,SMP0000024,P10746
DB00114,SMP0000024,P06132
DB00114,SMP0000024,P36551
DB00114,SMP0000024,P50336
DB00114,SMP0000024,Q8N4E7
DB00114,SMP0000024,P22830
DB00114,SMP0000024,Q12887
DB00114,SMP0000024,Q7KZN9
DB00114,SMP0000024,P09601
DB00114,SMP0000024,P53004
DB00114,SMP0000024,O75310
DB00114,SMP0000024,P08236
DB00114,SMP0000029,Q96I15
DB00114,SMP0000029,Q99611
DB00114,SMP0000029,P32929
DB00114,SMP0000029,P35520
DB00114,SMP0000029,P23526
DB00114,SMP0000029,Q8TCB7
DB00114,SMP0000029,P31153
DB00114,SMP0000029,Q9NZL9
DB00114,SMP0000029,P56192
DB00114,SMP0000029,O43252
DB00114,SMP0000029,P19440
DB00114,SMP0000044,Q96KN2
DB00114,SMP0000044,A5YM72
DB00114,SMP0000044,O60678
DB00114,SMP0000044,P19113
DB00114,SMP0000044,P50135
DB00114,SMP0000044,P21397
DB00114,SMP0000044,P30838
DB00114,SMP0000044,P05091
DB00114,SMP0000044,P42357
DB00114,SMP0000044,Q96N76
DB00114,SMP0000044,Q96NU7
DB00114,SMP0000044,O95954
DB00114,SMP0000044,P49590
DB00114,SMP0000044,P12081
DB00114,SMP0000044,P19801
DB00114,SMP0000044,Q8N4J0
DB00114,SMP0000044,Q96KP4
DB00114,SMP0000058,P52789
DB00114,SMP0000058,P06744
DB00114,SMP0000058,P35557
DB00114,SMP0000058,P14410
DB00114,SMP0000058,P36871
DB00114,SMP0000058,Q6PCE3
DB00114,SMP0000058,Q16851
DB00114,SMP0000058,P54840
DB00114,SMP0000058,Q04446
DB00114,SMP0000058,O43451
DB00114,SMP0000058,P04745
DB00114,SMP0000058,P35573
DB00114,SMP0000058,O60701
DB00114,SMP0000058,P06737
DB00114,SMP0000058,O75310
DB00114,SMP0000058,P08236
DB00114,SMP0000072,A8YXX4
DB00114,SMP0000072,Q9UI32
DB00114,SMP0000072,Q06210
DB00114,SMP0000072,Q96EK6
DB00114,SMP0000072,Q9UJ70
DB00114,SMP0000072,P27708
DB00114,SMP0000072,P31327
DB00114,SMP0000072,Q06203
DB00114,SMP0000072,P49915
DB00114,SMP0000072,Q6IA69
DB00114,SMP0000072,P30038
DB00114,SMP0000072,P24298
DB00114,SMP0000072,P00367
DB00114,SMP0000072,P00505
DB00114,SMP0000072,Q5JPH6
DB00114,SMP0000072,P48506
DB00114,SMP0000072,P48507
DB00114,SMP0000072,P48637
DB00114,SMP0000072,P00390
DB00114,SMP0000072,Q99259
DB00114,SMP0000072,P80404
DB00114,SMP0000072,P51649
DB00114,SMP0000072,P47897
DB00114,SMP0000137,P21953
DB00114,SMP0000137,P12694
DB00114,SMP0000137,P09622
DB00114,SMP0000137,P35914
DB00114,SMP0000137,P54687
DB00114,SMP0000137,P11182
DB00114,SMP0000137,P26440
DB00114,SMP0000137,P11310
DB00114,SMP0000137,P30084
DB00114,SMP0000137,Q96RQ3
DB00114,SMP0000137,Q9HCC0
DB00114,SMP0000137,P16219
DB00114,SMP0000137,P45954
DB00114,SMP0000137,Q9UKU7
DB00114,SMP0000137,Q6NVY1
DB00114,SMP0000137,P31937
DB00114,SMP0000137,P80404
DB00114,SMP0000137,Q99714
DB00114,SMP0000137,P42765
DB00114,SMP0000137,Q02252
DB00114,SMP0000137,P05165
DB00114,SMP0000137,P05166
DB00114,SMP0000137,Q96PE7
DB00114,SMP0000137,P22033
DB00114,SMP0000137,Q06278
DB00114,SMP0000137,P05091
DB00114,SMP0000137,Q13825
DB00114,SMP0000137,P54868
DB00114,SMP0000137,P24752
DB00114,SMP0000137,P55809
DB00114,SMP0000139,P21953
DB00114,SMP0000139,P12694
DB00114,SMP0000139,P09622
DB00114,SMP0000139,P35914
DB00114,SMP0000139,P54687
DB00114,SMP0000139,P11182
DB00114,SMP0000139,P26440
DB00114,SMP0000139,P11310
DB00114,SMP0000139,P30084
DB00114,SMP0000139,Q96RQ3
DB00114,SMP0000139,Q9HCC0
DB00114,SMP0000139,P16219
DB00114,SMP0000139,P45954
DB00114,SMP0000139,Q9UKU7
DB00114,SMP0000139,Q6NVY1
DB00114,SMP0000139,P31937
DB00114,SMP0000139,P80404
DB00114,SMP0000139,Q99714
DB00114,SMP0000139,P42765
DB00114,SMP0000139,Q02252
DB00114,SMP0000139,P05165
DB00114,SMP0000139,P05166
DB00114,SMP0000139,Q96PE7
DB00114,SMP0000139,P22033
DB00114,SMP0000139,Q06278
DB00114,SMP0000139,P05091
DB00114,SMP0000139,Q13825
DB00114,SMP0000139,P54868
DB00114,SMP0000139,P24752
DB00114,SMP0000139,P55809
DB00114,SMP0000173,P21953
DB00114,SMP0000173,P12694
DB00114,SMP0000173,P09622
DB00114,SMP0000173,P35914
DB00114,SMP0000173,P54687
DB00114,SMP0000173,P11182
DB00114,SMP0000173,P26440
DB00114,SMP0000173,P11310
DB00114,SMP0000173,P30084
DB00114,SMP0000173,Q96RQ3
DB00114,SMP0000173,Q9HCC0
DB00114,SMP0000173,P16219
DB00114,SMP0000173,P45954
DB00114,SMP0000173,Q9UKU7
DB00114,SMP0000173,Q6NVY1
DB00114,SMP0000173,P31937
DB00114,SMP0000173,P80404
DB00114,SMP0000173,Q99714
DB00114,SMP0000173,P42765
DB00114,SMP0000173,Q02252
DB00114,SMP0000173,P05165
DB00114,SMP0000173,P05166
DB00114,SMP0000173,Q96PE7
DB00114,SMP0000173,P22033
DB00114,SMP0000173,Q06278
DB00114,SMP0000173,P05091
DB00114,SMP0000173,Q13825
DB00114,SMP0000173,P54868
DB00114,SMP0000173,P24752
DB00114,SMP0000173,P55809
DB00114,SMP0000177,P34896
DB00114,SMP0000177,P42898
DB00114,SMP0000177,Q99707
DB00114,SMP0000177,P32929
DB00114,SMP0000177,P35520
DB00114,SMP0000177,Q93088
DB00114,SMP0000177,P26358
DB00114,SMP0000177,P17707
DB00114,SMP0000177,P19623
DB00114,SMP0000177,Q13126
DB00114,SMP0000177,P23526
DB00114,SMP0000177,Q96RQ9
DB00114,SMP0000177,P56192
DB00114,SMP0000177,Q96DP5
DB00114,SMP0000177,P31153
DB00114,SMP0000177,Q9NZL9
DB00114,SMP0000177,Q8NE62
DB00114,SMP0000177,Q8IXL7
DB00114,SMP0000177,Q9Y3D2
DB00114,SMP0000186,Q9UDR5
DB00114,SMP0000186,P49419
DB00114,SMP0000186,Q8N5Z0
DB00114,SMP0000186,P30084
DB00114,SMP0000186,Q16836
DB00114,SMP0000186,P24752
DB00114,SMP0000186,P52569
DB00114,SMP0000186,Q9BXI2
DB00114,SMP0000186,Q9P0Z9
DB00114,SMP0000186,Q92947
DB00114,SMP0000186,Q96HY7
DB00114,SMP0000186,P36957
DB00114,SMP0000186,P09622
DB00114,SMP0000188,P00966
DB00114,SMP0000188,P04424
DB00114,SMP0000188,P31327
DB00114,SMP0000188,P00367
DB00114,SMP0000188,P04181
DB00114,SMP0000188,P30038
DB00114,SMP0000188,O43272
DB00114,SMP0000188,Q96C36
DB00114,SMP0000188,P07814
DB00114,SMP0000188,Q7Z4N8
DB00114,SMP0000188,Q5T160
DB00114,SMP0000188,P50440
DB00114,SMP0000188,Q14353
DB00114,SMP0000188,P12277
DB00114,SMP0000188,P05089
DB00114,SMP0000188,P00480
DB00114,SMP0000188,Q9Y619
DB00114,SMP0000188,P14920
DB00114,SMP0000188,P17174
DB00114,SMP0000188,P29475
DB00114,SMP0000191,Q96KN2
DB00114,SMP0000191,A5YM72
DB00114,SMP0000191,O60678
DB00114,SMP0000191,P19113
DB00114,SMP0000191,P50135
DB00114,SMP0000191,P21397
DB00114,SMP0000191,P30838
DB00114,SMP0000191,P05091
DB00114,SMP0000191,P42357
DB00114,SMP0000191,Q96N76
DB00114,SMP0000191,Q96NU7
DB00114,SMP0000191,O95954
DB00114,SMP0000191,P49590
DB00114,SMP0000191,P12081
DB00114,SMP0000191,P19801
DB00114,SMP0000191,Q8N4J0
DB00114,SMP0000191,Q96KP4
DB00114,SMP0000218,P17735
DB00114,SMP0000218,P17174
DB00114,SMP0000218,P32754
DB00114,SMP0000218,O43708
DB00114,SMP0000218,P16930
DB00114,SMP0000218,P20711
DB00114,SMP0000218,P30838
DB00114,SMP0000218,P14679
DB00114,SMP0000218,P09172
DB00114,SMP0000218,P40126
DB00114,SMP0000218,P11086
DB00114,SMP0000218,P21397
DB00114,SMP0000218,P07327
DB00114,SMP0000218,Q93099
DB00114,SMP0000218,P14174
DB00114,SMP0000218,P19801
DB00114,SMP0000218,P21964
DB00114,SMP0000218,P46952
DB00114,SMP0000239,Q9UDR5
DB00114,SMP0000239,P49419
DB00114,SMP0000239,Q8N5Z0
DB00114,SMP0000239,P30084
DB00114,SMP0000239,Q16836
DB00114,SMP0000239,P24752
DB00114,SMP0000239,P52569
DB00114,SMP0000239,Q9BXI2
DB00114,SMP0000239,Q9P0Z9
DB00114,SMP0000239,Q92947
DB00114,SMP0000239,Q96HY7
DB00114,SMP0000239,P36957
DB00114,SMP0000239,P09622
DB00114,SMP0000339,A8YXX4
DB00114,SMP0000339,Q9UI32
DB00114,SMP0000339,Q06210
DB00114,SMP0000339,Q96EK6
DB00114,SMP0000339,Q9UJ70
DB00114,SMP0000339,P27708
DB00114,SMP0000339,P31327
DB00114,SMP0000339,Q06203
DB00114,SMP0000339,P49915
DB00114,SMP0000339,Q6IA69
DB00114,SMP0000339,P30038
DB00114,SMP0000339,P24298
DB00114,SMP0000339,P00367
DB00114,SMP0000339,P00505
DB00114,SMP0000339,Q5JPH6
DB00114,SMP0000339,P48506
DB00114,SMP0000339,P48507
DB00114,SMP0000339,P48637
DB00114,SMP0000339,P00390
DB00114,SMP0000339,Q99259
DB00114,SMP0000339,P80404
DB00114,SMP0000339,P51649
DB00114,SMP0000339,P47897
DB00114,SMP0000348,O15270
DB00114,SMP0000348,O15269
DB00114,SMP0000348,Q06136
DB00114,SMP0000348,Q9NRA0
DB00114,SMP0000348,Q8IWX5
DB00114,SMP0000348,O14494
DB00114,SMP0000348,O95470
DB00114,SMP0000348,Q6QHC5
DB00114,SMP0000348,Q8TDN7
DB00114,SMP0000348,Q8TCT0
DB00114,SMP0000348,Q86VZ5
DB00114,SMP0000348,Q6UWV6
DB00114,SMP0000348,Q16880
DB00114,SMP0000348,P54803
DB00114,SMP0000348,P04062
DB00114,SMP0000348,Q16739
DB00114,SMP0000348,P16278
DB00114,SMP0000348,Q9UBX8
DB00114,SMP0000348,Q99999
DB00114,SMP0000348,P15289
DB00114,SMP0000348,P06280
DB00114,SMP0000348,Q9UQ49
DB00114,SMP0000348,Q9NUN7
DB00114,SMP0000360,P00966
DB00114,SMP0000360,P04424
DB00114,SMP0000360,P31327
DB00114,SMP0000360,P00367
DB00114,SMP0000360,P04181
DB00114,SMP0000360,P30038
DB00114,SMP0000360,O43272
DB00114,SMP0000360,Q96C36
DB00114,SMP0000360,P07814
DB00114,SMP0000360,Q7Z4N8
DB00114,SMP0000360,Q5T160
DB00114,SMP0000360,P50440
DB00114,SMP0000360,Q14353
DB00114,SMP0000360,P12277
DB00114,SMP0000360,P05089
DB00114,SMP0000360,P00480
DB00114,SMP0000360,Q9Y619
DB00114,SMP0000360,P14920
DB00114,SMP0000360,P17174
DB00114,SMP0000360,P29475
DB00114,SMP0000361,P00966
DB00114,SMP0000361,P04424
DB00114,SMP0000361,P31327
DB00114,SMP0000361,P00367
DB00114,SMP0000361,P04181
DB00114,SMP0000361,P30038
DB00114,SMP0000361,O43272
DB00114,SMP0000361,Q96C36
DB00114,SMP0000361,P07814
DB00114,SMP0000361,Q7Z4N8
DB00114,SMP0000361,Q5T160
DB00114,SMP0000361,P50440
DB00114,SMP0000361,Q14353
DB00114,SMP0000361,P12277
DB00114,SMP0000361,P05089
DB00114,SMP0000361,P00480
DB00114,SMP0000361,Q9Y619
DB00114,SMP0000361,P14920
DB00114,SMP0000361,P17174
DB00114,SMP0000361,P29475
DB00114,SMP0000370,P17174
DB00114,SMP0000370,Q96RQ9
DB00114,SMP0000370,P17735
DB00114,SMP0000370,P00439
DB00114,SMP0000370,P54577
DB00114,SMP0000370,Q9Y285
DB00114,SMP0000370,Q9NSD9
DB00114,SMP0000370,P32754
DB00114,SMP0000370,Q93099
DB00114,SMP0000370,O43708
DB00114,SMP0000370,P16930
DB00114,SMP0000429,P09172
DB00114,SMP0000429,P30837
DB00114,SMP0000429,P17735
DB00114,SMP0000429,P17174
DB00114,SMP0000429,P32754
DB00114,SMP0000429,O43708
DB00114,SMP0000429,P16930
DB00114,SMP0000429,P20711
DB00114,SMP0000429,P30838
DB00114,SMP0000429,P14679
DB00114,SMP0000429,P40126
DB00114,SMP0000429,P11086
DB00114,SMP0000429,P21397
DB00114,SMP0000429,P07327
DB00114,SMP0000429,Q93099
DB00114,SMP0000429,P14174
DB00114,SMP0000429,P19801
DB00114,SMP0000429,P21964
DB00114,SMP0000429,P46952
DB00114,SMP0000429,P00325
DB00114,SMP0000429,P05091
DB00114,SMP0000429,P05181
DB00114,SMP0000429,P04040
DB00114,SMP0000429,Q9NR19
DB00114,SMP0000429,Q9NUB1
DB00114,SMP0000465,Q8WTS6
DB00114,SMP0000465,Q9NVH6
DB00114,SMP0000465,P34896
DB00114,SMP0000465,P49189
DB00114,SMP0000465,O75936
DB00116,SMP0000033,P34896
DB00116,SMP0000033,P42898
DB00116,SMP0000033,Q99707
DB00116,SMP0000033,P32929
DB00116,SMP0000033,P35520
DB00116,SMP0000033,Q93088
DB00116,SMP0000033,P26358
DB00116,SMP0000033,P17707
DB00116,SMP0000033,P19623
DB00116,SMP0000033,Q13126
DB00116,SMP0000033,P23526
DB00116,SMP0000033,Q96RQ9
DB00116,SMP0000033,P56192
DB00116,SMP0000033,Q96DP5
DB00116,SMP0000033,P31153
DB00116,SMP0000033,Q9NZL9
DB00116,SMP0000033,Q8NE62
DB00116,SMP0000033,Q8IXL7
DB00116,SMP0000033,Q9Y3D2
DB00116,SMP0000144,P50583
DB00116,SMP0000144,O75414
DB00116,SMP0000144,O75356
DB00116,SMP0000144,Q5MY95
DB00116,SMP0000144,Q16774
DB00116,SMP0000144,P49902
DB00116,SMP0000144,Q16854
DB00116,SMP0000144,P07741
DB00116,SMP0000144,P00491
DB00116,SMP0000144,P00492
DB00116,SMP0000144,Q9Y2T3
DB00116,SMP0000144,Q9UKK9
DB00116,SMP0000144,P21108
DB00116,SMP0000144,Q06203
DB00116,SMP0000144,P22102
DB00116,SMP0000144,O15067
DB00116,SMP0000144,P22234
DB00116,SMP0000144,P30566
DB00116,SMP0000144,P31939
DB00116,SMP0000144,Q9BY32
DB00116,SMP0000144,P49915
DB00116,SMP0000144,P20839
DB00116,SMP0000144,P36959
DB00116,SMP0000144,P47989
DB00116,SMP0000144,P30520
DB00116,SMP0000144,P23109
DB00116,SMP0000144,P00813
DB00116,SMP0000144,P00568
DB00116,SMP0000144,Q8NBU5
DB00116,SMP0000144,Q08499
DB00116,SMP0000144,Q96PN6
DB00116,SMP0000144,P33402
DB00116,SMP0000144,Q02153
DB00116,SMP0000144,Q9Y233
DB00116,SMP0000144,P10599
DB00116,SMP0000144,P23921
DB00116,SMP0000144,P31350
DB00116,SMP0000168,P50583
DB00116,SMP0000168,O75414
DB00116,SMP0000168,O75356
DB00116,SMP0000168,Q5MY95
DB00116,SMP0000168,Q16774
DB00116,SMP0000168,P49902
DB00116,SMP0000168,Q16854
DB00116,SMP0000168,P07741
DB00116,SMP0000168,P00491
DB00116,SMP0000168,P00492
DB00116,SMP0000168,Q9Y2T3
DB00116,SMP0000168,Q9UKK9
DB00116,SMP0000168,P21108
DB00116,SMP0000168,Q06203
DB00116,SMP0000168,P22102
DB00116,SMP0000168,O15067
DB00116,SMP0000168,P22234
DB00116,SMP0000168,P30566
DB00116,SMP0000168,P31939
DB00116,SMP0000168,Q9BY32
DB00116,SMP0000168,P49915
DB00116,SMP0000168,P20839
DB00116,SMP0000168,P36959
DB00116,SMP0000168,P47989
DB00116,SMP0000168,P30520
DB00116,SMP0000168,P23109
DB00116,SMP0000168,P00813
DB00116,SMP0000168,P00568
DB00116,SMP0000168,Q8NBU5
DB00116,SMP0000168,Q08499
DB00116,SMP0000168,Q96PN6
DB00116,SMP0000168,P33402
DB00116,SMP0000168,Q02153
DB00116,SMP0000168,Q9Y233
DB00116,SMP0000168,P10599
DB00116,SMP0000168,P23921
DB00116,SMP0000168,P31350
DB00116,SMP0000203,P50583
DB00116,SMP0000203,O75414
DB00116,SMP0000203,O75356
DB00116,SMP0000203,Q5MY95
DB00116,SMP0000203,Q16774
DB00116,SMP0000203,P49902
DB00116,SMP0000203,Q16854
DB00116,SMP0000203,P07741
DB00116,SMP0000203,P00491
DB00116,SMP0000203,P00492
DB00116,SMP0000203,Q9Y2T3
DB00116,SMP0000203,Q9UKK9
DB00116,SMP0000203,P21108
DB00116,SMP0000203,Q06203
DB00116,SMP0000203,P22102
DB00116,SMP0000203,O15067
DB00116,SMP0000203,P22234
DB00116,SMP0000203,P30566
DB00116,SMP0000203,P31939
DB00116,SMP0000203,Q9BY32
DB00116,SMP0000203,P49915
DB00116,SMP0000203,P20839
DB00116,SMP0000203,P36959
DB00116,SMP0000203,P47989
DB00116,SMP0000203,P30520
DB00116,SMP0000203,P23109
DB00116,SMP0000203,P00813
DB00116,SMP0000203,P00568
DB00116,SMP0000203,Q8NBU5
DB00116,SMP0000203,Q08499
DB00116,SMP0000203,Q96PN6
DB00116,SMP0000203,P33402
DB00116,SMP0000203,Q02153
DB00116,SMP0000203,Q9Y233
DB00116,SMP0000203,P10599
DB00116,SMP0000203,P23921
DB00116,SMP0000203,P31350
DB00116,SMP0000221,P34896
DB00116,SMP0000221,P42898
DB00116,SMP0000221,Q99707
DB00116,SMP0000221,P32929
DB00116,SMP0000221,P35520
DB00116,SMP0000221,Q93088
DB00116,SMP0000221,P26358
DB00116,SMP0000221,P17707
